710:-0.88328886 0.15709662 -0.12641041 0.33116582 0.2632644 0.03678415 -1.4026731 -0.5140267 -0.47305226 1.2953619
205:-0.06759942 0.45853743 -0.038222514 0.09495343 0.65197146 -0.04617657 -0.23907483 0.1510597 -0.09500561 0.768006
45:-0.2521657 -0.22749515 -0.14436747 0.08676577 0.6603034 -0.14332622 -0.09452997 0.5100629 0.40395844 -0.0032781414
515:-0.14960149 0.016685177 -0.19516493 0.058504142 0.85013413 0.20838203 0.019010881 0.052870836 0.48975027 0.022050524
574:-0.19220456 0.25442532 0.16466026 0.11624004 0.6958455 0.075180106 -0.09811603 -0.035535123 0.3784334 0.18259014
858:-0.09546392 0.026652178 0.24963716 0.43065786 -0.011813947 0.39833897 0.10831411 -0.11932954 -0.4114134 -0.08495697
619:-0.39434364 0.26287636 0.04474022 -0.21684346 0.62379575 -0.37077004 -0.91127515 0.059372444 -0.410733 0.47971508
507:-0.05537847 -0.12192607 -0.011451728 0.16709194 0.11817288 -0.14938499 -0.22095895 0.29058006 0.035934076 0.3660958
113:-0.47541174 0.30473116 -0.56225485 0.4427073 0.41415742 0.019914577 -1.0748078 -0.2689034 -0.3071653 0.53346264
34:0.44843027 0.076113194 0.14241551 0.36376294 0.06427193 -0.0068476857 0.23844501 0.25604662 0.10113406 0.31741822
563:-0.16031583 -0.047292437 -0.105233595 0.026824472 0.3478536 0.030924357 -0.18156302 -0.31545633 -0.12336233 0.32042322
381:0.26534814 -0.124349944 -0.56165004 -0.45353937 0.5021487 0.12278286 -0.3896589 -0.07145796 0.3348013 0.13639265
455:0.33051127 -0.68110895 -0.55280495 -0.38559127 0.25996032 -0.5503476 -0.97581553 0.1149772 -0.72643435 0.39705628
67:-0.19768482 0.50625384 0.043516736 0.22341184 0.655524 0.36509517 -0.5685969 -0.4009734 -0.5266723 0.08508609
388:-0.1716703 0.24934746 0.23200302 0.22881688 0.3808484 0.2918898 0.25373664 0.11655113 0.34528875 0.061367467
169:-0.16731815 -0.26391476 -0.6757804 -0.40850332 -0.0122783985 -0.38317424 -0.9561442 0.015886657 0.04209373 -0.16238794
444:-0.61102104 -0.13278052 -0.18880737 0.12038052 0.8796893 -0.19253752 -1.0539787 -0.5297947 -0.023463719 -0.22561774
193:-0.40843058 -0.63846374 -0.21362415 -0.10905289 0.54410136 -0.34697175 -0.87673634 0.2787093 0.166974 -0.1290535
713:-0.62642616 0.36214674 0.06300406 0.1574681 0.77122116 -0.23150752 -0.6809878 -0.17754743 -0.13877907 0.40949827
302:-0.20959008 -0.060540736 0.21620587 0.111187756 0.89669085 0.04597152 0.2714597 0.13856007 0.36748806 0.32941356
153:0.36070055 -0.80242294 -0.58949745 0.1173083 -0.5133466 0.007671713 -0.00822718 0.4609065 -0.44520494 0.67094105
844:-0.16990028 0.34174594 -0.32570475 -0.004331956 0.9679092 -0.033700105 -0.88337 -0.58903176 -0.30124256 0.41959372
335:-0.3783739 -0.24384558 -0.1621271 0.3862043 0.48946315 0.115200125 0.08703659 -0.1595647 0.4463127 0.5183817
885:-0.13814193 0.4277369 -0.50258183 0.32837194 0.20587634 -0.67739785 -0.75251174 -0.4353648 -0.17207013 0.6128043
735:-0.638532 -0.18630078 0.49941668 0.2084717 0.57990825 -0.1455435 -0.06969738 0.09067012 -0.18986453 0.5364082
664:-0.19461946 0.28587243 0.053491108 0.011987235 0.4445289 -0.26834562 -0.56649745 0.32056546 -0.20032755 0.8365954
93:-0.08449549 -0.109812066 -0.38992712 0.028704343 0.10661993 -0.30543843 -0.71358943 -0.2770124 -0.09636098 0.106450446
158:0.71892685 -0.544256 -0.48845464 -0.2761878 0.07411087 -0.36873454 -0.5307366 0.068032086 0.20330516 -0.404384
458:-0.06655439 -0.021987852 0.14583817 -0.04977307 0.34020296 -0.18422332 -0.9691656 -0.48340902 -0.02333167 0.7419344
997:-0.5713141 -0.30866557 0.06684977 0.2829798 0.6835742 -0.1306156 -0.19294733 0.04220098 -0.15001285 0.8717759
182:0.043402232 0.15676492 0.099981494 -0.115942135 0.7013612 -0.21008453 -0.70736176 -0.37170967 -0.20260419 -0.011430134
147:-0.15685177 -0.13774922 0.0526369 0.0051968563 0.54470116 0.03690789 -0.23752698 0.17852397 -0.034786355 0.32218215
616:-0.06854949 -0.594656 -0.6429917 0.05814771 0.49103808 -0.36863568 -0.20698914 0.0095246155 -0.30107912 0.15290156
589:0.11303975 -0.2072912 0.08687053 0.1770072 -0.25304943 0.38879701 0.13512069 0.25674793 0.11105323 0.10440831
544:-0.20733063 -0.26529145 0.05718229 0.2135418 0.3194215 -0.33188334 -0.7479342 -0.27213848 0.16220842 0.77360785
436:-0.74470073 -0.13864532 -0.06893862 0.29349992 0.19843714 -0.33085293 -0.64820504 0.32400313 0.1859286 0.29828197
862:-0.7678264 -0.14264804 0.0057231863 0.055083316 0.9915182 -0.20273027 -0.4400935 -0.3227106 -0.099529184 0.34817436
836:-0.54734015 -0.19738826 -0.057526574 0.42502818 0.0822675 0.17578582 -1.1244571 0.20944393 -0.117733985 0.43540883
697:-0.1244727 -0.18897605 0.09370244 0.707622 0.6945238 -0.29740015 -0.6134753 -0.16288684 -0.42230058 0.26911858
12:-0.6714694 -0.085355885 0.21171099 -0.21751828 0.20560138 -0.09423052 -1.1417892 -0.12242253 -0.43897712 0.14344834
223:-0.019330997 -0.13640718 0.30236003 0.17184024 0.32944727 0.061167404 -0.019986901 0.30848384 0.12246777 -0.16839239
541:-0.18506801 -0.21758601 0.49264684 0.5483987 -0.037008706 0.11635429 0.12795971 -0.10523043 0.10079532 -0.12430892
66:-0.54660386 -0.10913942 0.07279619 0.0141461 0.029016472 -0.083683535 -1.554296 -0.419721 -0.7652881 0.27476034
216:-0.13361831 -0.45339483 -0.4139567 -0.099786244 0.3036498 -0.27805382 -0.53421366 0.44767633 -0.05166522 -0.01687822
89:-0.2062073 -0.08874278 -0.17601575 0.395702 0.08057159 -0.20959175 -0.6639104 0.062169887 0.1957213 0.11688437
963:0.23375049 -0.31553566 -0.37562317 0.1017033 0.18968442 0.031170847 -0.020209352 -0.7485069 -0.1523039 0.14010537
608:-0.3379045 0.07303427 -0.0063118488 0.48688835 0.058669604 0.46249697 0.2374828 0.059743233 -0.0018196917 -0.05667838
124:-0.16687317 0.49000338 0.00017524268 0.6643987 1.0249867 -0.26965332 -0.13870756 -0.13015386 0.62986875 0.7710832
84:-0.5242643 -0.11237894 0.019077415 0.570121 0.38566995 -0.16793883 0.171741 -0.23218727 -0.18679632 0.051509775
833:0.06037718 0.2378826 -0.10827396 0.3805323 -0.028169489 -0.5548631 -1.2224902 -0.043954376 -0.46901518 0.82495695
638:-0.021509698 0.45449454 0.24278304 -0.0076709003 0.94892985 -0.24149796 -0.61246943 -0.17322786 0.12406915 0.3097685
8:0.40960234 -0.15035811 -0.24653639 -0.28150597 0.2549564 -0.16789968 -0.6348081 -0.26001215 -0.7333654 0.73548454
73:-0.029246094 0.12111858 -0.062157247 0.22653654 0.46534896 0.45486116 -0.071395725 -0.39617217 0.041564427 0.1514717
941:0.12893568 -0.25262964 -0.25251603 0.41229135 0.21710591 -0.10289528 0.1555849 -1.055259 0.0026608056 0.42751867
307:-0.48652864 -0.33507338 0.08922201 0.015350555 0.92811525 0.12897359 0.42097738 -0.015920324 -0.06521941 0.5140345
678:-0.23812915 -0.09058754 0.32059646 0.08015864 0.24462326 0.46245322 0.27777848 -0.29424733 0.009922513 -0.012228068
501:-0.467358 0.0107600605 0.2761725 0.22520635 0.67394745 0.010991929 0.22185755 -0.14186148 0.2607048 0.46263084
519:0.13950579 -0.40988964 -0.20310967 -0.31851718 0.25913227 -0.062065557 -0.9490815 -0.22837089 -0.44117478 0.2057249
276:0.20839408 -0.35081586 -0.34186432 -0.456114 0.8021262 -0.21285905 -0.71561563 0.115299046 0.22729059 -0.09124635
164:-0.2067725 -0.3322551 0.033308 0.32894763 0.4118252 -0.031764664 -0.078252375 -0.31826162 0.07569413 -0.0053060194
170:-0.096703 -0.47037548 -0.27029794 -0.0539027 -0.14092506 -0.29307425 -0.9261912 0.18510787 0.010059996 0.11519394
425:0.06838793 -0.06467743 -0.041537166 0.21627496 1.1191 0.09619982 0.23165712 -0.2678492 0.14403082 0.53904736
813:-0.30478123 0.17245878 -0.2943323 0.1035524 0.2189576 -0.6278841 -0.6468855 -0.33546656 -0.29877463 0.68264407
78:-0.62930316 0.7395494 -0.12052657 0.6769905 0.629407 0.223092 -0.65124375 -0.33238158 -0.016174436 0.55823785
881:-0.061889663 -0.014666679 -0.10547619 0.087608784 0.15020111 -0.5276616 -1.3553641 -0.7621756 -0.5575629 1.012223
526:-0.27286857 0.039836135 0.1937886 0.41994312 0.23742199 -0.30130187 0.018724708 -0.06532338 0.108194314 0.018143138
993:-0.24268675 -0.06788563 -0.19512278 -0.3065827 0.24863997 -0.29665965 -0.02378549 -0.16368276 -0.038507033 0.41502327
952:0.58647525 -0.3529134 -0.21206681 -0.042355005 0.49935704 0.007793711 0.37837145 -0.75372875 -0.22191721 0.47634465
461:-0.28533316 -0.022778826 0.37491825 0.4131616 0.9740822 0.3879723 -0.23531672 -0.1637267 0.025245965 0.44092652
324:-0.27194783 -0.68663275 0.041659698 0.35613444 0.51240325 0.031204805 -0.25572553 0.060683794 0.103702806 0.34718245
332:-0.4293568 -0.36296284 0.5348038 0.1845237 0.07490006 -0.015895553 -0.89665896 0.36845705 -0.7127819 0.4033509
175:-0.5252963 -0.23507878 0.42641875 0.23172785 0.36844918 0.03520865 -0.417629 0.31737718 0.18889813 0.23237862
19:0.58915734 -0.07864015 -0.0075296597 0.30389467 0.11217294 -0.3033097 -0.26390937 0.67060316 -0.14718214 -0.45216838
313:0.54819185 -0.2454657 -0.25415444 -0.017057424 0.592696 -0.43431726 -0.45226258 -0.3656866 -0.56725645 0.6044432
